Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,Unnamed: 64
Botswana,BWA,"2005 PPP conversion factor, GDP (LCU per international $)",PA.NUS.PPP.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42082421769733,,,,,,,,,,,,,,,
Botswana,BWA,"2005 PPP conversion factor, private consumption (LCU per international $)",PA.NUS.PRVT.PP.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3844462143,,,,,,,,,,,,,,,
Botswana,BWA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.12,46.53,47.72,49.24,50.64,52.01,53.0,54.39,55.38,56.73,57.59,58.72,59.92,61.05,62.12,63.15,64.08,,,,
Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1,10.5489110946655,12.6260280609131,14.7049560546875,16.786602020263697,18.8718700408936,20.9616661071777,23.0559234619141,25.1506881713867,27.2410316467285,24.8,31.3887367248535,33.4362449645996,35.4596176147461,37.45701217651371,39.438911437988295,41.418888092041,43.1,45.4273452758789,52.6711654663086,53.24,53.377437591552706,53.9178695678711,56.126823425293,58.3532295227051,60.5883598327637,62.824947357177706,,,
Botswana,BWA,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.97363846903163,3.32599694199175,4.77616874624012,6.20141763423859,7.607125053182559,8.99838429352847,10.382159329336599,11.760044374037301,13.1210505620162,14.4479269450576,10.442464604766698,17.122186106967,18.478293351141,19.745676192237802,20.915581793608602,22.006685708613897,22.224295101522497,22.5798254793112,22.2452224308613,26.945605591094605,25.155992936265896,23.0558318141215,22.7361787663084,23.2026611700863,23.6281443780834,23.9882692403416,24.264212331171,,,
Botswana,BWA,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,18.8781986236572,21.3769683837891,23.8681697845459,26.3480167388916,28.8127269744873,31.2585144042969,33.6831550598145,36.0906410217285,38.4865379333496,37.0,43.265773773193395,45.660228729248,48.0651969909668,50.4834136962891,52.9148941040039,55.359546661377,57.1,60.2879829406738,68.1645431518555,69.13,69.8715362548828,70.28952789306639,72.8111343383789,75.3370132446289,77.8650207519531,80.3933792114258,,,
Botswana,BWA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),FX.OWN.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.260013580322298,,,51.964569091796896,,,51.0324554443359,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3603343963623,,,48.7371215820313,,,46.788516998290994,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1595268249512,,,55.2344970703125,,,56.21025085449221,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",FX.OWN.TOTL.OL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.205497741699205,,,53.9436569213867,,,52.7080764770508,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",FX.OWN.TOTL.40.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.218936920166,,,31.9688739776611,,,34.6667327880859,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",FX.OWN.TOTL.PL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4952087402344,,,31.4990558624268,,,38.995330810546896,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",FX.OWN.TOTL.60.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9162178039551,,,65.1664657592773,,,61.889774322509794,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, secondary education or more (% of population ages 15+)",FX.OWN.TOTL.SO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.109489440918004,,,61.725025177002,,,59.883731842040994,,,
Botswana,BWA,"Account ownership at a financial institution or with a mobile-money-service provider, young adults (% of population ages 15-24)",FX.OWN.TOTL.YG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.304742813110398,,,47.7309226989746,,,46.970218658447294,,,
Botswana,BWA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),per_allsp.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53291284082839,,,,,,,,,,,
Botswana,BWA,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.53291284082839,,,,,,,,,,,
Botswana,BWA,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),per_lm_alllm.adq_pop_tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Botswana,BWA,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,,,,,,,,,,,48.9765510559082,45.47383117675779,46.8325691223145,49.920051574707,54.2796516418457,61.0275382995605,65.5957107543945,69.79238128662111,70.4777908325195,71.9330825805664,76.1050796508789,80.6789016723633,,85.6201705932617,86.3761520385742,88.6703033447266,89.8555679321289,90.7685699462891,91.24606323242192,91.8930892944336,91.5638275146484,93.7388229370117,93.0943374633789,92.6913528442383,92.66992950439449,83.1264114379883,83.6182098388672,,86.1805191040039,85.2101211547852,86.08761,87.44805,87.57104,87.66034,88.60405,87.80573000000001,88.81535,88.45019,85.99029,85.5554,,,88.25972,,,,,,,,
